annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
1052,696660,"@AmazonHelp Hi there, when i clicked the link to proceed to the chat it redirected me to another page. Which says do not create any more accounts as they are trying to verify my billing information. Im not sure what to do here...?",PAYMENT,weak_label,,
1053,280360,"@AmazonHelp Hi, got the product delivered today, although your system showed delivery on 31st. Better late than never. Thanks for the effort @115821",DELIVERY_DELAY,weak_label,,
1054,206092,"@AmazonHelp So after confirming that order will reach by 10 nov.
You have cancelled my order today without informing me.
#amazoncheatingwithus",ORDER_CANCELLATION,weak_label,,
1055,9125,@AmazonHelp I'm UK based. Are the contact details the same?,,unlabelled,,
1056,17667,@AmazonHelp @115850 What should I do now then. Self return is not possible as I am working professional do not have time will u arrange some one to pick it,RETURN,weak_label,,
1057,1303742,@AmazonHelp I have an Audible account but I can't sign in because it suddenly doesn't recognize my email address. What can I do?,ACCOUNT,weak_label,,
1058,29540,@AmazonHelp The remaining items are still showing as delivered.  They have not been refunded or replaced,REFUND,weak_label,,
1059,67486,@AmazonHelp The only email I have received said that the money that was ‘pending’ would be taken out or would be cancelled when I received my order but it hasn’t so I still have almost £200 pending and don’t know if the payments are coming or going over a week after I got the first delivery,ORDER_CANCELLATION,weak_label,,
1060,18982,@AmazonHelp First of all a assured by calling about the delivery and both time they said it will be delivered and now it's canceled.,,unlabelled,,
1061,693,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,,unlabelled,,
1062,1443075,"@AmazonHelp i got my account locked (aka suspended) because some scammer bought $500+ with it and apparently now i'm left here to pay for it? i sent an email, got an automatic response so i sent another email just now",ACCOUNT,weak_label,,
1063,65887,@AmazonHelp Have already cancelled order mentioned since there was no meaning in delivered after valuable time. We live in a very much time respecting world and I wish this can be improved later by @115850 and delivery team. Unfortunately nobody called up for reason of order cancellation.,ORDER_CANCELLATION,weak_label,,
1064,37625,"Help @AmazonHelp! My Amazon Prime biz acct was hacked. Someone reset email address, and I can't sign in to report it.",ACCOUNT,weak_label,,
1065,16808,@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,REFUND,weak_label,,
1066,191613,@AmazonHelp Crap. What should I do ? Your telephonic team told me to cancel this order. Holding my money in amazon pay. They asked me to call bank.,ORDER_CANCELLATION,weak_label,,
1067,15707,@AmazonHelp have a query regarding cash back during 14-17 October sale. Email/DM ?,,unlabelled,,
1068,13909,@AmazonHelp So what have you decided my dear @115850 @115821 ?? By this time you should've known the entire issue.I'm expecting a response from you,,unlabelled,,
1069,16780,@AmazonHelp No..!!,,unlabelled,,
1070,160314,"@115851 @AmazonHelp @115850 #jeffbezos BE HONEST, EARN RESPECT...YOUR CUSTOMER CARE BEHAVED RUDELY SND FISCONNECTED MY CALL BECAUSE I REACHED TO THEM WITH MY COMPLSINT OF CHEATING FONE WITH ME BY SELLER. I HAVE WRITTEN YOU MANY TIMES EMAIL BUT NO RESPONSE OR ACTION!!!

ABSOLUTELY SHAMELESS BEHAVIOR!!!!",SELLER,weak_label,,
1071,16812,@AmazonHelp This says refund will be initiated once they receive the product https://t.co/Nn1IPwRNUR,REFUND,weak_label,,
1072,16431,@AmazonHelp Is this some kind of a joke where you keep giving new deadlines everyday?? Why promise guaranteed delivery if you can’t deliver??,,unlabelled,,
1073,101836,"@138306 @AmazonHelp Looks like this product is no more available on Amazon, so the seller mentioned about Snapdeal.",SELLER,weak_label,,
1074,84124,@AmazonHelp So there's twice I was promised I'd be refunded. I can keep going.,REFUND,weak_label,,
1075,67436,"@AmazonHelp I haven't. I've been told that I need to revise the payment method for two things I've ordered. When I go in to select my card, I just get ""We're sorry, but we encountered an error when processing your request. Please try again."" Now I'm stuck.",PAYMENT,weak_label,,
1076,15685,@AmazonHelp Yes i have received reference number,,unlabelled,,
1077,197755,"@AmazonHelp It’s not finding the order number because I cancelled it! This isn’t being much help, can you DM so I can give you the order number?",ORDER_CANCELLATION,weak_label,,
1078,277183,@AmazonHelp amazon app built into the hisense TV,WEBSITE_OR_APP,weak_label,,
1079,93682,"@AmazonHelp Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via @117795 but wouldn’t schedule the delivery for today.",DELIVERY_DELAY,weak_label,,
1080,321188,"@AmazonHelp I have requested several times to cancel, they have not been shipped.",ORDER_DISPATCH,weak_label,,
1081,128749,"@AmazonHelp ... that I could have my account suspended. I tried to fix this with customer service again, but they couldn't get to my account because it was suspended. I was told to wait 24 hours for them for a response, but I have been through too much to at this point and I can't help ...",ACCOUNT,weak_label,,
1082,64040,"@AmazonHelp Thank you for providing that information, it is very helpful. The problem is ""Free Delivery"" with Prime is less of a perk when the recourse is a refunded shipping fee.

I literally don't have a place to sleep because I expected to receive this mattress by the ""guaranteed"" date.",REFUND,weak_label,,
1083,183295,"@AmazonHelp really need update on this,no tracking details and also seller not contactng me https://t.co/idporpa7pz",SELLER,weak_label,,
1084,2962740,"@AmazonHelp sorry let me say that again in english, I cannot log in into my account even after reseting the password multiple times (i even got the captcha), please help I wanted to buy something to get the 1st",ACCOUNT,weak_label,,
1085,58159,"@AmazonHelp Everything went wrong in last 1 year.  Every genuine concern is ignored with a Blind Eye.  Seller Support, Escalation Support all failed.",SELLER,weak_label,,
1086,1374934,Dear @AmazonHelp did your delivery person really leave my package on top of my bushes instead of my doorstep!?????? https://t.co/FQsOIbUclt,DELIVERY_INSTRUCTIONS,weak_label,,
1087,65720,"@AmazonHelp Can I get a response please? Having checked the reviews for your app, it seems I’m not the only one with strange activity from it. Am I just supposed to suck up the cost of your app not working?",WEBSITE_OR_APP,weak_label,,
1088,17182,@AmazonHelp Yes thanks all good!,,unlabelled,,
1089,15686,"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes",RETURN,weak_label,,
1090,352819,@AmazonHelp Do you think your email solution templates are going to help? Deliver my order first. You are 4 days late. @115821 @115850  @AmazonHelp,DELIVERY_DELAY,weak_label,,
1091,387545,"@AmazonHelp If the package is ""in transit"" the link doesn't work. UPS tracking shows it delivered it almost a month ago, but it didn't show as received.",DELIVERY_TRACKING,weak_label,,
1092,17212,"@AmazonHelp No use of prime membership, return my money",RETURN,weak_label,,
1093,3729,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,,unlabelled,,
1094,136221,"@AmazonHelp sold by a seller, fulfilled by amazon",SELLER,weak_label,,
1095,86022,@AmazonHelp I filled the details you asked me to thru the link and I still haven't heard back from Amazon on my refund. If I'm not issued a refund immediately+compensation on account of this distress you've caused I'll be forced to go to the court. #cheaters #SHOCKED,REFUND,weak_label,,
1096,1706573,@AmazonHelp Yes. They say wait till Friday. What is the point of prime in that case? And how can it be marked delivered of its not received?,PACKAGE_NOT_RECEIVED,weak_label,,
1097,132478,"@145886 @AmazonHelp Agreed. It’s a joke when it’s a random seller, when it’s sold by Amazon directly it’s just pathetic! (For random sellers it’s usually that the cheap courier they use doesn’t operate in NI)",SELLER,weak_label,,
1098,13137,"@AmazonHelp have already taken multiple surveys, and responded on email, twitter, chat and phone. order cancelled. No action from you guys!",ORDER_CANCELLATION,weak_label,,
1099,1308036,"@AmazonHelp I cannot log in, the error says ""password is incorrect"" even after resetting. This happened on Tuesday 10/24, I was able to call and unlock",ACCOUNT,weak_label,,
1100,3733,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",,unlabelled,,
1101,318633,"@AmazonHelp Yes, they are in the delivery instructions. Every other driver is fine, just this one.",DELIVERY_INSTRUCTIONS,weak_label,,
1102,18185,"@AmazonHelp I am not going to do anything more. If package not recd by nov 8,2017 then I will revert",,unlabelled,,
1103,9124,@AmazonHelp That just takes me to the log in page (I can't log in as I can see from my Audible acct that my log in has been changed to a yopmail acct),ACCOUNT,weak_label,,
1104,16477,"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",,unlabelled,,
1105,380707,@AmazonHelp The issue is that you guys delayed my delivery date twice because you guys tackle my card with so many chances instead of taking at once.,DELIVERY_DELAY,weak_label,,
1106,89246,"@AmazonHelp Not impressed with the poor standard of packaging on my order, see image, if this happens again I will cancel my Prime membership and never order from Amazon again https://t.co/XgNlxKogUL",ORDER_CANCELLATION,weak_label,,
1107,183699,"hi @amazonhelp, can you please help with order no 114-6790525-1580205! it was placed on 9/30 but hasn't shipped as of yet!",ORDER_DISPATCH,weak_label,,
1108,531615,"@AmazonHelp I did - status was delivered to safe place...which it wasn’t! Daisy from customer Service trying to track down the driver and get it redelivered, not holding my breath",DELIVERY_INSTRUCTIONS,weak_label,,
1109,182643,@AmazonHelp I did not get any mail now. I had 3 conversation on this with no solution. Order also cancelled yesterday but no update on tht,ORDER_CANCELLATION,weak_label,,
1110,274614,"@AmazonHelp its been 36 hours of ordering but still product has not even dispatched yet.

Any issue regarding product or courier service?",ORDER_DISPATCH,weak_label,,
1111,5327,@AmazonHelp But why has every item got  3+ days processing time when it's usually next day,,unlabelled,,
1112,280373,"@AmazonHelp guys package is not delivered, however, ATS tracking shows it's delivered. Tracking number is 203107873557 @115850 @115821",DELIVERY_TRACKING,weak_label,,
1113,219020,"@115821 @AmazonHelp Trying to sign up to become a seller again, but I'm stuck in a loop. https://t.co/LLSZW621lu",SELLER,weak_label,,
1114,19186,@AmazonHelp As far as The gloves made from HUMAN SKIN from THE HANNIBAL HOWES CLOTHING LINE. I'm sure they're selling fine. Who else but YOU &amp; HH would,,unlabelled,,
1115,65756,"@AmazonHelp It says due for delivery by 11pm tomorrow but not dispatched yet.

I’ve had to also order from elsewhere as I’m not confident from recent experience that Prime delivery time will be met.",ORDER_DISPATCH,weak_label,,
1116,1373226,@AmazonHelp @115821 soooo delivery instructions aren’t sent to outside delivery services? Cool. Yay for half a Halloween costume.,DELIVERY_INSTRUCTIONS,weak_label,,
1117,2604197,@AmazonHelp Sir no problem in echo dot but problem is only that ur servers of prime music which is available on echo devices is down. Also we can't create personalized Playlist on prime music.,DEVICE,weak_label,,
1118,86015,@AmazonHelp I've filled in the details on link. Wht i have faced is #ridiculous &amp; I seek a refund + compensation on account of stress caused by you. I've been a regular customer of Amazon and never did I think you guys wld fill in crap in my parcel box instead of actual product #cheaters,REFUND,weak_label,,
1119,240476,"@AmazonHelp Hey guys, just done another order. Has the first one been delayed/no date because I'm a Prime member and got a £2 discount? https://t.co/PP6W5dJdr8",DELIVERY_DELAY,weak_label,,
1120,502525,@AmazonHelp The Amazon app hasn’t been letting me log into my account for the past month or more. Desktop is fine. You have a solution in the works for this yet?,WEBSITE_OR_APP,weak_label,,
1121,180465,"When I pay for next day shipping, I expect my package to get here the next day! Being delayed two days is unacceptable. @AmazonHelp",DELIVERY_DELAY,weak_label,,
1122,65624,@AmazonHelp Why you mention that your complain having sloved .still the pick up not done nor my money return .stop cheating and harresing,RETURN,weak_label,,
1123,21475,@AmazonHelp My return date is near so please fast proccess.,RETURN,weak_label,,
1124,18134,"@AmazonHelp HEY, I have 30 packages that need to be refunded on nov 5th which is the estimated shipping time. fake tracking. never shipped.",REFUND,weak_label,,
1125,127437,@115850 ORDER # 406-2179065-2661962 was supposed to be delivered between 17-22nd Nov. Still waiting for delivery of my package and no reply from seller as well. @AmazonHelp,SELLER,weak_label,,
1126,1193970,"@AmazonHelp hi I keep getting this error when I try to choose payment method,it has happened all day today. ETA on when it will be resolved? https://t.co/dxxpXiwo5v",PAYMENT,weak_label,,
1127,248659,"@AmazonHelp I ordered an item on Prime Tuesday and it was due for delivery today, now I have an email advising a delay. Can you tell me why?",DELIVERY_DELAY,weak_label,,
1128,80621,"@AmazonHelp Please start with what I entered at https://t.co/vGP02JEJpy this morning, per your request last night. ""I've extended your extended"" was your response to that, without addressing whether or not I would be charged for not returning the items that I did not receive, etc.",RETURN,weak_label,,
1129,520669,"@AmazonHelp This isn’t helping, it says I️ have no orders, not even a history of my other past orders. However on the Amazon app, it shows my past orders correctly and the order I’m waiting for says “on the way”",WEBSITE_OR_APP,weak_label,,
1130,207532,"@AmazonHelp Unacceptable. I leave on Monday morning. Can you change delivery to a home address, or a locker at MIA airport?",DELIVERY_INSTRUCTIONS,weak_label,,
1131,69768,"@AmazonHelp Thanks, the order is from Amazon. I've checked my order online repeatedly, and ""Delay in delivery due to external factors"" is the reason given. It was meant to be here last Friday :-(",DELIVERY_DELAY,weak_label,,
1132,17246,@AmazonHelp Afternoon only I have replied. I have screenshot also. Till now I didn't received any update. After doing regular follow-up also no action,,unlabelled,,
1133,18421,@AmazonHelp そんな気もないのに、この様な形式のみの返信は無意味だと思いますが。,,unlabelled,,
1134,1171384,@AmazonHelp Except it’s already been dispatched because up until 7.45pm the Amazon app was telling me it was nearly at my house.,WEBSITE_OR_APP,weak_label,,
1135,326383,@AmazonHelp one more order delayed. Subscribe and save orders are also not reaching on time. PATHETIC,DELIVERY_DELAY,weak_label,,
1136,14854,@AmazonHelp that time u people asking tracking parcel details.,DELIVERY_TRACKING,weak_label,,
1137,11624,@AmazonHelp AMZL US,,unlabelled,,
1138,376288,@AmazonHelp Your app said shipped and out for delivery yet call to support said it never shipped &amp; was delayed. I canceled the order.,DELIVERY_DELAY,weak_label,,
1139,1045014,@AmazonHelp Hi I have not received my package but got an SMS that it is delivered can you check on this.? ORDER # 407-1059243-5547528,PACKAGE_NOT_RECEIVED,weak_label,,
1140,1125175,"@AmazonHelp @118919  I have not received my cashback for order no. 403-7428184-1258738 dated 20 November.
What r u wanted prove? 
I have already mentioned detail on my Facebook account 5 hour ago. No response....
Don't tease me.....",PACKAGE_NOT_RECEIVED,weak_label,,
1141,666918,"@AmazonHelp Yes, and identified it as such in delivery instructions. Every time I order.",DELIVERY_INSTRUCTIONS,weak_label,,
1142,918227,@AmazonHelp Are u in sync with ur Social Media Team? Coz I haven't receivd any reply after 21Oct. I also checked my Messages in Amazon app. https://t.co/GOATfmnUDo,WEBSITE_OR_APP,weak_label,,
1143,6957,@AmazonHelp Please call me,,unlabelled,,
1144,206204,"@AmazonHelp I've not received an email, nor has my bank flagged anything. It's been rectified so dispatch today as planned should still stand!",ORDER_DISPATCH,weak_label,,
1145,24559,How about a ‘where IS my package?’ button @AmazonHelp? £40 lost. 😡 https://t.co/SS9iH4oZFI,DELIVERY_TRACKING,weak_label,,
1146,74684,@AmazonHelp The item is being returned undelivered by the courier,RETURN,weak_label,,
1147,22542,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,RETURN,weak_label,,
1148,2543,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",,unlabelled,,
1149,95380,"@136738 @AmazonHelp Here. Product: https://t.co/S2VWGHyNCq Seller: https://t.co/hUvTfZtG74

Thanks",SELLER,weak_label,,
1150,17922,@AmazonHelp Where consumers are suffering. Not allow such sellers to sell their products on Amazon then. Amazon name damages. Because we as consumers,,unlabelled,,
1151,45541,"@AmazonHelp As always, I’ve done exactly that. All they do is tell me I have to return the package or pay to have it dropped off elsewhere.",RETURN,weak_label,,
1152,111871,What the fuck @AmazonHelp @115850  I pre ordered the reputation album and it's still not dispatched it was expected by 24 Nov,ORDER_DISPATCH,weak_label,,
1153,137759,"@AmazonHelp Waited in all day for it, poor service, cancelled the order now. Aiming isn’t good enough, do what you say Prime does or stop with the false claims about next day delivery! An email at 4:30pm on the day it’s meant to be delivered not good enough, was the same last 2 times too!",ORDER_CANCELLATION,weak_label,,
1154,335233,@AmazonHelp I ordered something on prime and it was meant to come today and it hasn't even been dispatched.,ORDER_DISPATCH,weak_label,,
1155,73498,"@AmazonHelp Already dispatched, so not possible. It’s how I saw it’s coming from the US.",ORDER_DISPATCH,weak_label,,
1156,17653,@AmazonHelp Now I have suffer in self returning product and also not sure that courier charges will be given by Amazon or not. Please arrange person to,RETURN,weak_label,,
1157,1100474,"@AmazonHelp hi, I’ve made 3 orders and I’ve been told to update my payment method, which I have. But still haven’t had any confirmation. Can you help",PAYMENT,weak_label,,
1158,1466027,@AmazonHelp I never received a package that is displayed as delivered. Hoping to learn what happened and get it sorted out. Can you help?,PACKAGE_NOT_RECEIVED,weak_label,,
1159,230182,@AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you.,ORDER_CANCELLATION,weak_label,,
1160,40421,@AmazonHelp Otherwise i cant return this damage product,RETURN,weak_label,,
1161,4947,@AmazonHelp Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,,unlabelled,,
1162,103111,"@AmazonHelp Dear Amazon Help, want to return my newly adquired noctua NH14S because of the wrong description I couldn't use it at all, it did have a little scratch but it doesn't matter. One thing, how in hell do I have to paste and introduce d different codes? XD Thank you!",RETURN,weak_label,,
1163,248671,@AmazonHelp @115821 when are you going to ship my order to me please don’t make me cancel it 🙂 order 112-1151988-6640213,ORDER_CANCELLATION,weak_label,,
1164,637242,@AmazonHelp Your customize and add to cart page for Kindle Paperwhite is not working. https://t.co/Q7Bl2A66FA,DEVICE,weak_label,,
1165,96711,"@AmazonHelp But I don't want a refund, I want a replacement. Is that not possible? I don't see that option. The TV doesn't seem to be available right now, and even if it was it wouldn't be the same price.",REFUND,weak_label,,
1166,76030,"Order No: 171-3705259-1179509

I have received stone in my delivery box instead of the product which I ordered and amazon specialist team said go to hell after committing me the refund today. @115850 @115851 @AmazonHelp https://t.co/KFdsbH6nAg",REFUND,weak_label,,
1167,63888,"@AmazonHelp I just got an email saying delayed. 
The new 'order status' screen is worse than useless.",DELIVERY_DELAY,weak_label,,
1168,1310276,"@AmazonHelp hi, ORDER # 206-8462951-2509108, can i change the delivery address to the amazon locker closest to me?",DELIVERY_INSTRUCTIONS,weak_label,,
1169,332401,@AmazonHelp The number we called was off the amazon website!,WEBSITE_OR_APP,weak_label,,
1170,1002898,"@AmazonHelp Able to place order, but then a few hours later I'm advised to 'Update My Payment Method'. My card is valid and has funds on it! Why?",PAYMENT,weak_label,,
1171,1574304,"@121284 @AmazonHelp Alexa has problem in finding artists whose name has a Dr. in it for music.

Any idea why? Ex Dr. Rajkumar 😬",DEVICE,weak_label,,
1172,147265,@115830 @AmazonHelp if I change the delivery address 3 miles down the road. Why is one day delivery a day different? https://t.co/szuq7a7hf6,DELIVERY_INSTRUCTIONS,weak_label,,
1173,930197,@AmazonHelp New delivery instruction given last night and was guaranteed a delivery by end of today but of course that would be too easy. Followed up and called customer service today and was told that the delivery person will only deliver it tomorrow. #thumbsdown,DELIVERY_INSTRUCTIONS,weak_label,,
1174,11064,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",,unlabelled,,
1175,13892,"@AmazonHelp @115851 @115821 If iball declines my request, I cannot threaten @79087 into providing one.",,unlabelled,,
1176,95375,@AmazonHelp I ordered 2 @136738 64GB SD cards and got 2 generic lens caps. I just found out most feedbacks to the seller are similar to my issue. https://t.co/dfYFzCfLXY,SELLER,weak_label,,
1177,89283,"@AmazonHelp 5 days have passed and still nothing happend, no giftcard refund, no access, no confirmation the order is terminated, in fact no communication AT ALL, so something is going wrong somewhere! Had to create a new account to get in touch - not a great customer experience.....",REFUND,weak_label,,
1178,139011,"@AmazonHelp My book still hasn't been dispatched- today is the last delivery date I was provided, now order is saying: 'Delivery estimate: We need a little more time to provide you with a good estimate. We'll notify you via e-mail as soon as we have an estimated delivery date.' Total joke!",ORDER_DISPATCH,weak_label,,
1179,5778,@AmazonHelp Pago para tener el Prime con vosotros para que me tarden en llegar 10 dias? Reembolsadme la compra y lo compro en cualquier otro sitio,,unlabelled,,
1180,122054,@AmazonHelp This is very misleading the price is the same as it always is ! Is this an official amazon black friday deal ? or is the seller just pretending that it is on a black friday deal as I thought a product has to be discounted for it to be on a black friday promotion??,SELLER,weak_label,,
1181,5779,"@AmazonHelp https://t.co/ohEeuAt7A6 estais de coña no?el reembolso lo quiero ya, era para un regalo para hoy y tenia que llegar ayer.",,unlabelled,,
1182,11607,"@AmazonHelp Once again the answer is ""We'll send again and your Prime membership means nothing and so does 2-day shipping."" This happens TOO OFTEN.",ORDER_DISPATCH,weak_label,,
1183,664,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",,unlabelled,,
1184,313989,@AmazonHelp I'm trying 2 order ebooks via my kindle &amp;it's not working.keeps saying it's taking longer to download &amp;cancels. internet is fine,DEVICE,weak_label,,
1185,11063,@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card,,unlabelled,,
1186,52941,"@AmazonHelp ...then i got a message saying its delivery time is now by the end of November. And now when I checked the order, you say I returned it!",RETURN,weak_label,,
1187,1498549,"@AmazonHelp STILL no package, thanks a lot @AmazonHelp 😡 can't even change delivery address so I'll have to wait until work on Monday 😦",DELIVERY_INSTRUCTIONS,weak_label,,
1188,91381,@AmazonHelp My brother ordered me earphones from his mobile. I got them. They are not working now. And i cant return them as i didnt ordered them. My brother is out of town for some important work and wont be return for a week. I need earphones as i am going to tour with my friends,RETURN,weak_label,,
1189,207585,"@AmazonHelp If it hasn't shipped yet why can't I cancel. They can say when it will ship or anything, so wasted time on phone wasted fuel going to pick",ORDER_DISPATCH,weak_label,,
1190,96846,@AmazonHelp Still have heard nothing from you. Cancel the order. What a fucking joke.,ORDER_CANCELLATION,weak_label,,
1191,236638,Delayed Delivery even though when the product was to arrive yesterday #amazonstrikesback #Amazon @AmazonHelp @115850,DELIVERY_DELAY,weak_label,,
1192,264460,@AmazonHelp @179020 And a useless response too. They did this to me so I cancelled the order and went elsewhere instead. @115830 amazoreally lack in customer care nowadays.,ORDER_CANCELLATION,weak_label,,
1193,16448,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,,unlabelled,,
1194,64210,"@AmazonHelp No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?",DELIVERY_INSTRUCTIONS,weak_label,,
1195,141988,"@AmazonHelp Hi. I did my first order, but now I can't log in to my account.  Errror - ""There was a problem Your password is incorrect"" But my pswd is correct",ACCOUNT,weak_label,,
1196,1285558,@AmazonHelp I was surprised I got it early this morning. However in my emails it says I was charged one price on the amazon app it has different price? https://t.co/8eGVuGfkby,WEBSITE_OR_APP,weak_label,,
1197,107290,"Hi Jeff,
I have purchased the wrong mobile set from amazon. Now, i want to return my mobile (order no 404-9391432-5602714). But amazon support team is saying that, they can't return. This mobile set is not useful for me. Please help me @115851 @115821 @AmazonHelp",RETURN,weak_label,,
1198,38120,"My product Return was cancelled without any information.  @AmazonHelp @115850 
why??",RETURN,weak_label,,
1199,5281,@AmazonHelp I got a refund but I wanna check to see if it's actually lost,REFUND,weak_label,,
1200,71892,"@AmazonHelp @115821 @116313 @115830 @115850  Its not any resolution. I have provided you a proper proof you give me details how your team investigated. They did nothing, and making me to pay for their mistakes. Your teams are careless then why i need to pay the loss. Give me my refund.",REFUND,weak_label,,
1201,43706,"@AmazonHelp Hi Amazon, do you have an e-mail address I could send an e-mail to regarding a return?",RETURN,weak_label,,
1202,133707,@AmazonHelp That link brought me to the same page as before. It won't let me contact the seller (as stated in the second picture) Am I just out the money if the seller disappears?,SELLER,weak_label,,
1203,65687,"@AmazonHelp The CDs could not be exchanged so I had to reorder. Alas, some were add-on CDs that could not be ordered by themselves so I had to increase the cart value to $25 by buying more. Which I did. Two CDs arrived okay, another one broken. Returned that again to get in brkn.",RETURN,weak_label,,
1204,13172,"@AmazonHelp Not your fault. It's the stupid @118706 (great that u responded, notice they didn't). They're always giving me my neighbor's mail too. Thanks",,unlabelled,,
1205,9817,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH,,unlabelled,,
1206,52921,@AmazonHelp I have purchase an product on 19 aug 2017 and  it s been 2 month but there is refund and amazon serive  is worst,REFUND,weak_label,,
1207,16805,@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,REFUND,weak_label,,
1208,1345831,@AmazonHelp They had to manually send a password reset email and once I received it I was able to reset it then log in without issue. No idea why my original password stopped working though.,ACCOUNT,weak_label,,
1209,1041820,"@AmazonHelp Just checked my bank and seen I was charged twice for skyrim both transactions are £37.53
What happend?",PAYMENT,weak_label,,
1210,16760,@AmazonHelp No card on file after 30 days. Refund send back to merchant. That's you.,REFUND,weak_label,,
1211,78709,"@AmazonHelp The screen shots are available, Return received by the vendor on 21st Nov, 2017, https://t.co/INhX1YXjjK",RETURN,weak_label,,
1212,5121,@AmazonHelp It's now a police matter. You could check the police report.,,unlabelled,,
1213,9786,@AmazonHelp Haven’t received that email,,unlabelled,,
1214,130274,"@AmazonHelp Just received the call from post office and he is not ready to deliver. Thanks anyways, the problem was not from your end. In future I will convey the message to the seller not to use @120543 for delivery",SELLER,weak_label,,
1215,11567,@AmazonHelp Creo ke no voy a seguir pagando amazon premium pork en cuanto a las devoluciones deja mucho k desear,,unlabelled,,
1216,420655,"@AmazonHelp Still not received my order, disappointed",PACKAGE_NOT_RECEIVED,weak_label,,
1217,25847,@AmazonHelp Amazon Cust Cre is not able to resolve my problem related to refund. Checkout details of my a/c.(Reg Mob No: 9867111188),REFUND,weak_label,,
1218,35854,@AmazonHelp I called and cancelled the order.   I have wasted too much time on the phone and there is no reason why you would make the delivery tomorrow,ORDER_CANCELLATION,weak_label,,
1219,334887,"@AmazonHelp Hi, i got a txt saying i have a parcel being delivered with tracking info from DPD, however i didnt order anything, any help?",DELIVERY_TRACKING,weak_label,,
1220,2555,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,,unlabelled,,
1221,277211,@AmazonHelp I can't log in to that link. It says my password is incorrect. Should I try resetting the password again?,ACCOUNT,weak_label,,
1222,3736,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,,unlabelled,,
1223,98613,Hey @amazonHelp I'm  looking at Element 43-Inch 4K Ultra HD Smart LED TV and it says out of stock we don't know when or if this item will be back any word on time frame for its return?,RETURN,weak_label,,
1224,1112607,"@AmazonHelp just found out you’ve been billing me £7.99 for 11 months on a kindle sub, never signed up. So angry, I want my money back",PAYMENT,weak_label,,
1225,234828,@AmazonHelp I tried emailing and on the phone it’s on 1 account they don’t know why I’ve been charged twice but now I’m just without prime😡😡😢😢,PAYMENT,weak_label,,
1226,1387094,"@AmazonHelp I'm now being told a problem occurred and my order is being ""held by the carrier"" and to contact amazon.  
I was told yesterday they would arrive today so I had to change delivery address because my home address isn't suitable.",DELIVERY_INSTRUCTIONS,weak_label,,
1227,101820,@amazonhelp I'm returning at item. It's small - will fit through a post box. Do I have to take it to the post office for proof of postage?,RETURN,weak_label,,
1228,307205,@AmazonHelp I was given options to track my order (no info available) so I emailed customer service.,DELIVERY_TRACKING,weak_label,,
1229,73456,"@AmazonHelp I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from @115850",RETURN,weak_label,,
1230,17196,"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.",,unlabelled,,
1231,1265091,"@AmazonHelp Copied &amp; Paste
Arriving today by 1pm 
Request cancellation  Provide delivery instructions
It's on the way
Ordered
25 Oct
Dispatched
25 Oct
Arriving today by 1pm
Always have problems never ever get a delivery on time or even right day",DELIVERY_INSTRUCTIONS,weak_label,,
