conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,customer_created_at,support_created_at,customer_length,support_length
725545,725544,725546,"@AmazonHelp いつもお世話になってます～
同居人がDIY用に注文したものを間違って開けてしまっただけなので返品返金は不要です😌😌まぎらわしいツイートしてすみません😵😵😵😵","@293792 あ！問題が解決したようで、安心しました。
今後も、Amazonをよろしくお願いします。またの、ご利用お待ちしております。TY",2017-10-11 04:59:23+00:00,2017-10-11 05:02:23+00:00,90,70
2937384,2937380,2937378,"@AmazonHelp Now i just want proper solution,",@133250 We apologize for the situation. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB,2017-11-29 12:08:07+00:00,2017-11-29 12:12:29+00:00,44,137
1550756,1550755,1550757,"@AmazonHelp マーケットプレイスの方です今日届かなかったら連絡してみます。
ありがとうございます。",@451900 ご迷惑をお掛けしておりますところ誠に恐れ入りますが、どうぞよろしくお願いいたします。TN,2017-11-04 03:31:28+00:00,2017-11-04 03:33:00+00:00,54,52
682459,682449,682447,"@AmazonHelp as suspected now d shpmnts gt updated as ""I rescheduled"" so mch evn aftr giving prior info 2 ur team tht ths is wht is gng 2 happen in d end",@184612 https://t.co/beaaDm0muc and I’ll contact you soon.^SU(2/2),2017-10-21 12:52:06+00:00,2017-10-21 13:13:34+00:00,152,66
977763,977762,977764,"@AmazonHelp Just cannot seem to resolve an issue with a return - 5 days, 12+ calls and probably 6 hours on phone later still don’t think fixed",@351898 What exactly is the issue? Are you able to elaborate? What did customer service advise? ^PK,2017-10-14 08:16:13+00:00,2017-10-14 08:20:35+00:00,142,99
56942,56940,56939,"@AmazonHelp Standard delivery , by the way it comes out nov 3","@128893 I'm sorry for the wait. While we strive to get your items to you on time, in rare cases, delays may occur. ^WT",2017-11-01 19:33:35+00:00,2017-11-01 19:39:29+00:00,61,118
874643,874642,874644,@AmazonHelp no. i did not received anything. till date.,@327650 team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^MK,2017-10-13 17:21:12+00:00,2017-10-13 17:37:40+00:00,55,76
2710340,2710338,2710337,@AmazonHelp Just literally happened. We watched them speed off. Just wanted you all to be aware.,@761038 Thank you for letting us know Jonathan. Keep us posted on the delivery of your package and let us know if we can be of additional assistance! ^AZ,2017-11-26 23:05:15+00:00,2017-11-26 23:09:50+00:00,96,153
1129414,1129419,1129421,@AmazonHelp Unable to do it... you please help n resolve it soon,"@386202 This being social media platform, we don't have access to your account details. Kindly share your details (1/2) ^GS",2017-10-24 11:37:33+00:00,2017-10-24 12:04:25+00:00,64,123
1079369,1079389,1079390,@AmazonHelp I received mail from your side and I have already replied but you people are not giving me solution. Why are you not checking at ur end .,"@374607 As you've responded Avneesh, we'll check and revert at the earliest. ^HN",2017-10-16 15:48:58+00:00,2017-10-16 16:01:00+00:00,149,80
2184797,2184795,2184794,"@AmazonHelp No. I mean my app has someone saying ""Alexa, set an alarm for 8AM"" and that someone doesn't live in my apartment.","@639893 Hmm that's odd, Thomas! I think the best option here would be to contact us over the phone, in real time, so we can research this further. Please use this link to get in contact with us: https://t.co/hApLpMlfHN ^CN",2017-11-09 17:24:02+00:00,2017-11-09 17:43:00+00:00,125,222
436401,436413,436414,"@AmazonHelp Shared details over there. Please see i have to travel after 2 days, so i am unavailable for next 8 days so get it picked up in next 2 days.","@218639 As you've shared your details Harshit, we'll work on it and get back to you at the earliest. ^HN",2017-10-13 11:34:33+00:00,2017-10-13 11:49:00+00:00,152,104
160300,160291,160293,@AmazonHelp Just now I talked to your team and the option was wait for another three days. Even I told them every time that I won't be in city after two days then they are saying this only that they can't help,"@152932 I understand your frustration! To clarify, is it the replacement order which shows as delivered but it isn't there? ^SJ",2017-11-24 18:40:15+00:00,2017-11-24 18:45:04+00:00,209,127
2511670,2511667,2511666,"@AmazonHelp Naja, sowas wie ""Spiele Ghostsitter"". Ich hab das Gerät gerade nicht im Zugriff, aber hilft's vll, ""von Music"" oder sowas anzuhängen? (Geiles Hörspiel/Buch übrigens ;))","@715864 Bitte sag ihr mal: ""Spiele Ghostsitter von Amazon Music unlimited"" und schau dir auch mal die Hilfeseite an: https://t.co/h1NJcyQh8s  ^BL",2017-11-15 22:48:40+00:00,2017-11-15 22:51:00+00:00,180,145
983831,983830,983834,@AmazonHelp Pls Contact with me 9478564440,"@353238 Please click here: https://t.co/kXbcNUXBb7 after selecting the appropriate issue, click on 'call me' option and a call 1/3 ^SH",2017-10-22 09:49:21+00:00,2017-10-22 09:59:57+00:00,42,134
2784447,2784525,2784523,@AmazonHelp I am just off the phone from the. Absolutely disgraceful that DPD driver still posted that even though it’s clearly been tampered with. 😔,@777471 Were we able to resolve the issue for you? ^RO,2017-11-21 18:03:30+00:00,2017-11-21 18:15:30+00:00,149,54
355328,355326,355325,"@AmazonHelp oie, comecei pelas comedias e estou amando, nunca li os originais! so as pgs q podiam ser em um papel + ""grosso""; sao quase transparentes","@200427 Imagino! Qual frase te marcou mais? ❤ Obrigada pelo feedback sobre as páginas, iremos encaminhar a equipe responsável. ^DA",2017-10-08 14:14:09+00:00,2017-10-08 14:23:32+00:00,149,130
1919876,1919878,1919879,@AmazonHelp It doesn't appear to be. It appears to be an email impersonating you wanting me to click on a link...,"@571566 You can report this e-mail here: https://t.co/s1gLcKDiQy If you need further guidance, please don't hesitate to reach out! ^KN",2017-10-18 15:37:44+00:00,2017-10-18 15:54:00+00:00,113,134
1058070,1058069,1058071,@AmazonHelp It is a birthday gift for my fiancee. It has to reach her before her birthday on 27th. Hope it does,@369812 We responded to your query on DM. Kindly check. ^SQ,2017-10-23 16:27:34+00:00,2017-10-23 16:57:56+00:00,111,59
179616,179612,179611,@AmazonHelp It says it’s being delivered tomorrow x,"@158304 Apologies, please contact us here: https://t.co/JzP7hlA23B to report the delay. ^JJ",2017-10-04 09:37:26+00:00,2017-10-04 09:46:40+00:00,51,91
282207,282209,282210,@AmazonHelp Ya but there's no option for the issue I'm facing. I've told you what the issue is. I don't think I need to do more than this.,@183225 order question or issue' and then choose from email/chat/phone to connect with our support team. Do keep us posted. 2/2^KA,2017-10-06 12:59:21+00:00,2017-10-06 13:29:34+00:00,138,130
1432375,1432373,1432372,@AmazonHelp je cherche comment…,@452600 Vous pouvez contacter notre service client via le client suivant :  https://t.co/hgIrz98cdI ^SB,2017-11-02 13:14:33+00:00,2017-11-02 13:19:00+00:00,31,103
2734238,2734273,2734275,"@AmazonHelp Saying something along the lines of hopefully it’ll be here by tomorrow, if it hasn’t arrived by Wednesday reach out... USPS","@766351 Thanks for the confirmation! We'd like to take a closer look into this with you. When you have the chance, please reach out to us here: https://t.co/hApLpMlfHN so we can investigate! ^VB",2017-11-20 20:15:43+00:00,2017-11-20 20:27:29+00:00,136,194
1239733,1239722,1239723,@AmazonHelp I received trouser in terribly crumpled way. Expected better packaging and handling. Please improve.,@124791 I'm sorry for the inconvenience with the order. Kindly report the packaging and handling feedback here: https://t.co/BOC2qI06T6 ^AP,2017-11-13 08:10:57+00:00,2017-11-13 08:39:51+00:00,112,139
1701461,1701482,1701484,@AmazonHelp This is utter rubbish. How can you have the same product listed twice?,@255740 Thank you for bringing this to our notice. I'll be sure to share your comments on this as feedback 1/2 ^OS,2017-10-17 17:28:48+00:00,2017-10-17 17:45:00+00:00,82,114
2139736,2139738,2139739,"@AmazonHelp He escrito varias veces y he llamado más veces aún y nunca nadie sabe hacer más que mirar la pantalla y ver lo mismo que puedo ver yo desde casa. El pedido no es ese, eso es una funda móvil, el pedido es un Galaxy S8","@629282 Por acá no tenemos acceso a tu cuenta, llena este formulario para revisar los detalles del pedido https://t.co/KyKcfqiS0j ^AR",2017-11-09 07:05:25+00:00,2017-11-09 07:14:00+00:00,228,133
1255688,1255677,1255678,@AmazonHelp Ok will login in sometime and will msg you here,"@159105 Sure, keep us posted. ^AB",2017-10-26 07:58:08+00:00,2017-10-26 08:25:25+00:00,59,33
1665334,1665329,1665333,@AmazonHelp Still no action....how much I have to wait.... call me 9990831269,@507256 We'll not be able to access your Amazon account via Twitter. Kindly share your details through the link provided earlier. 1/3^AP,2017-11-07 07:34:26+00:00,2017-11-07 08:00:52+00:00,77,136
73450,73449,2960470,"@AmazonHelp I’m guessing it has moved to Thursday, which is brilliant because it’s a day I can imagine they’ll deliver when I’m busy as that’s their favourite time to knock 😊😊😊","@132426 Please let us know if it doesn't arrive! We'll be happy to assist. We aim to deliver your order as soon as we can, however, unforeseen circumstances may cause this date to be missed. ^SJ",2017-11-29 20:52:15+00:00,2017-11-29 20:58:29+00:00,176,194
2405149,2405148,2405150,"@AmazonHelp I do not have an Amazon account, our household does use Amazon but it's in my partners name. This a screen shot if the email.

Thanks Jo https://t.co/3OTyuJFCCr","@691789 Joanne, I would first make sure this e-mail was sent by Amazon by checking the tips mentioned here: https://t.co/Yojzj7Bxgl ^BG",2017-11-14 16:15:21+00:00,2017-11-14 16:19:50+00:00,172,135
2205281,2205279,2205278,@AmazonHelp Still nothing 🤷🏻‍♂️,"@620974 If it's passed the recommended time frame and you still don't have your order, please ring us here: https://t.co/JzP7hlA23B when you have the chance so we can look into this further with you. ^HC",2017-11-09 20:13:39+00:00,2017-11-09 20:16:00+00:00,31,203
2962663,2962661,2962659,@AmazonHelp en cours de livraison depuis 19h42,@817520 Quel est le transporteur de votre colis ? ^MA,2017-11-29 21:17:32+00:00,2017-11-29 21:19:31+00:00,46,53
2459945,2459939,2459941,"@AmazonHelp Hi ,,,actually i took amazon development project from creative bug(saranshs group-delhi), iam doing this from 4months i done perfectly and sent full information of all shops registrations i done ,,, i have maintained 30employees with 3branches in 3districts,  but no bills","@704444 Apologies Sekhar, Twitter being a public platform we do not have access to any such business transactions. I would request you to please contact the concerned team you worked along with, for a better insight. Thank you for understanding. ^SI",2017-11-15 07:14:05+00:00,2017-11-15 07:39:00+00:00,284,249
1366059,1366057,1366056,@AmazonHelp ordered Nespresso 22/11 said avail from 23/11 and delivery 25/11 but it's still unavail today,@438016 Sorry to hear this. Did the tracking show the item has being dispatched? ^BZ,2017-11-25 12:34:37+00:00,2017-11-25 12:38:00+00:00,105,84
1562867,1562880,1562881,@AmazonHelp Okay I have filled the form and sent you all details .Please look into this and refund my money back. https://t.co/Lf871hTOCV,"@482675 Thanks for the update, we'll get back to you with a resolution, appreciate your patience. ^MJ",2017-11-04 10:40:41+00:00,2017-11-04 10:44:00+00:00,137,101
1441373,1441375,1441376,@AmazonHelp No pude contestarte porque estuve jugando😂😂,"@454420 No te preocupes 🤗 cuéntanos, ¿que te ha parecido el juego? 😱 ^AZ",2017-11-03 12:08:56+00:00,2017-11-03 12:27:00+00:00,55,72
1630230,1630229,1630231,@AmazonHelp your website? I don’t understand the question.,"@498976 Sorry for the confusion! Which domain did you order on? (https://t.co/nUUp5MLhYl, .de, .co.uk, etc.) ^VB",2017-11-05 19:59:34+00:00,2017-11-05 20:05:28+00:00,58,112
1260465,1260464,1260466,@AmazonHelp カードで支払うのを選択したのにもかかわらず、届かないことを不審に思い改めて確認したところ「確認が必要です」のような画面となりました。今までもそのカードで支払いをしていたのに、なぜか初めて今回そんなことになり必要なものが届かず残念です。,@415310 クレジットカード会社からの承認を得ることができない場合、該当メッセージが表示されます。承認が得られない原因は個々のケースにより異なりますため、当サイトでは原因を確認することができません。恐れ入りますが確認されたい場合にはカード会社へお問い合わせください。HM,2017-10-26 11:18:49+00:00,2017-10-26 11:24:00+00:00,129,137
5159,2107281,2107283,@AmazonHelp @115850  aahhh! dont be stingy...u can send one... aftrall you're no.1 shopping destination  for us... c'mon,@621845 We want to prove that we are No.1 shopping destination. Kindly place the order so that we will deliver it you. ^NK,2017-11-26 13:10:37+00:00,2017-11-26 13:29:00+00:00,120,122
2885673,2885671,2885669,"@AmazonHelp Order was 4 days late, got the wrong items, all of them wrong, spoke to support, and they have just been telling me to wait 24 hours and people are looking into it, but I have to chase it up every 24 hours and then get told to wait another 24 hours. Business items I need!","@285442 Oh no! We really want to take a closer look into this for you, and see what we can do to further assist. Please reach out to us here, so that we can help: https://t.co/agM6Qt4Wzy
^GP",2017-11-28 11:51:49+00:00,2017-11-28 12:00:57+00:00,284,190
2316937,2316933,2316931,@AmazonHelp ご対応ありがとうございます。お待ちしております。,@671767 お待たせいたしました。確認いたしましたところ、こちらの商品にはブックレットは付属しないとのことでございます。ご検討いただければと存じます。ET,2017-11-09 23:53:11+00:00,2017-11-13 07:04:51+00:00,36,79
721278,721273,721271,"@AmazonHelp Competitive Manufacturing Strategies. I very well remember, couldn't not find this book in India then, and therefore got a cousin who lived in US to order it from @115821. One more thing, the only shopping app that I have on my phone is @115850. Keep doing the great work!",@292654 Are you a scientist? 😜 Your love and support brings out the best in us. What genre do you prefer the most? ^HA,2017-10-16 10:36:58+00:00,2017-10-16 11:02:31+00:00,284,118
792662,792651,792650,"@AmazonHelp Sí, lo he hecho y lo único que me dicen desde @116928 y @132703 @130709 es que está en reparto (exactamente igual que ayer).","@309019 Linkvron, sentimos las molestias, recomendamos aguardar hasta la nueva fecha estimada, en caso de que no la recibas, avisanos. ^DA",2017-09-06 16:10:35+00:00,2017-09-06 16:16:30+00:00,136,138
455514,455511,455512,"@AmazonHelp Ok, voy a esperar al dia 6 d diciembre.  Gracias!","@222545 Con gusto, Yanci, ¡estamos para ayudar! ^CR",2017-12-01 00:06:54+00:00,2017-12-01 00:08:37+00:00,61,51
1021665,1021664,1021666,@AmazonHelp It's delivery date is today and i got the message that it's being shipped today at 9:45 a.m. but i guess I'm normally one of the last people on the delivery route. I have prime shipping and ordered on Friday,@361776 We'd like to take a look into your order. Please get in touch with us here: https://t.co/hApLpMlfHN ^DG,2017-10-22 23:04:34+00:00,2017-10-22 23:14:31+00:00,219,111
1012308,1012307,1012309,@AmazonHelp USPS. Already spoke with your and their customer service and nothing can be done or any info provided. Hoping for tomorrow.,@359532 Please keep us updated on its arrival! ^ZW,2017-10-22 18:27:59+00:00,2017-10-22 18:30:00+00:00,135,50
1054054,1054052,1054050,"@AmazonHelp No safe place is set, usually parcels go to our neighbours houses",@369044 I recommend setting up a safe place so we can avoid these types of deliveries moving forward. ^EZ,2017-10-14 20:46:54+00:00,2017-10-14 20:54:00+00:00,77,105
682483,682480,682479,"@AmazonHelp The details were shared as requested. But, still unresolved.",@282888 Kindly check for any latest correspondence from our side here: https://t.co/NTkrxpsbHJ. 2/2 ^AB,2017-10-21 07:54:42+00:00,2017-10-21 08:28:26+00:00,72,103
2441711,2441709,2441708,"@AmazonHelp Thanks for the tips! I've tried these things but still no luck. I'm able to listen to my audiobooks, just no 𝄞 :(",@700230 I'd like to have one of our team members from support lend you a hand and troubleshoot this with you; please reach out to us using the following link so we can get started: https://t.co/hApLpMlfHN ^WM,2017-11-14 23:39:41+00:00,2017-11-14 23:42:25+00:00,125,208
444238,444230,444229,"@AmazonHelp Done, please have a look and resolve this.",@220242 We've received your details. We're looking into the issue and shall get back to you soon. ^SH,2017-11-22 02:56:50+00:00,2017-11-22 03:12:44+00:00,54,101
422278,422280,422281,"@AmazonHelp This is my ORDER # 
404-9360096-2876305. wanna know why cannot get my money into account instead of getting into amazon pay?","@215577 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",2017-10-11 07:22:57+00:00,2017-10-11 07:52:00+00:00,136,128
2822344,2822342,2822341,"@AmazonHelp Eu tentei pelo cartão de débito, foi a primeira vez que tentei comprar com ele e sempre diz que deu erro no processamento e para revisar a forma de pagamento.","@786511 Entendo Rafaela, nesse caso, te envio o link de nosso site referente aos cartões e bandeiras que são aceites. Te peço por gentileza olhar as informações: https://t.co/EHkjwGp5h1 ^CJ",2017-11-27 07:57:06+00:00,2017-11-27 08:04:00+00:00,170,189
2310059,2310058,2310057,@AmazonHelp こちらこそ、いつもありがとうございます！とても良い買い物が出来ました。これからもたくさん利用させていただきます。,@669976 嬉しいお言葉ありがとうございます。今後ともよろしくお願いいたします。😊✨ET,2017-11-13 03:55:41+00:00,2017-11-13 04:05:30+00:00,68,46
1307783,1307782,1307784,"@AmazonHelp Das Formular auf die Frage ""War diese Nachricht hilfreich?"" ist halt leer. Es gibt nur die Schaltfläche ""Send Feedback"".",@375444 Kannst du uns bitte mal den Link hierzu schicken? ^SK,2017-10-16 12:24:50+00:00,2017-10-16 12:30:01+00:00,132,61
1223101,1223100,1223103,@AmazonHelp I can’t because I am unable to log in into my account. Registered no is 8867606711.,@406994 Click on the link and find the skip sign-in option. You should be able to submit your details. (1/2),2017-11-02 11:54:06+00:00,2017-11-02 12:09:29+00:00,95,108
876277,876269,876271,@AmazonHelp Hello again. I'm afraid it still hasn't arrived. 😕,@328039 So sorry for the frustration! It's not our intention to miss a delivery date. Let us know if it doesn't arrive tomorrow. ^AD,2017-10-20 20:05:45+00:00,2017-10-20 20:11:03+00:00,62,132
2599676,2599674,2599677,@AmazonHelp Si supera la cantidad,"@735940 Gracias por el detalle, Wiicho. Hubo una actualización en el código de la promoción, puedes ver acá la información nueva: https://t.co/Y6Ra4Vg8f8 ^AR",2017-11-17 06:57:47+00:00,2017-11-17 07:13:00+00:00,33,157
1808114,1808113,1808117,"@AmazonHelp Myorder #406-8702452-6908353 , received an email today ,offering refund of 999 in amazon pay balance.  I accept it, please process it now.",@315596 We don't have access to your Amazon order info via Twitter. Please drop your details (1/2)^SQ,2017-10-29 01:12:18+00:00,2017-10-29 01:17:32+00:00,150,101
2767522,2767521,2767523,"@AmazonHelp La jv la brancher et faire la mise à jour
Le rituel c'est d'essayer de pas squatter Twitter mdrrrrrrrr",@683416 Je pense que la journée sera très chargée 😍 Profitez-en au max. ^ASZ,2017-11-21 12:06:30+00:00,2017-11-21 12:18:30+00:00,114,76
1128041,1128044,1128046,"@AmazonHelp In app
I go 2-&gt;Customer Service-&gt;Contact us-&gt;Call Customer Service-&gt;Return &amp; Refunds-&gt;Call us now
Then on a call it says unable 2 find order",@385944 That's strange. I'm sorry for the experience. Let us investigate this further and resolve this. (1/2) ^VM,2017-10-25 02:42:14+00:00,2017-10-25 02:51:00+00:00,171,113
1600994,1600993,1600995,@AmazonHelp I checked my order last night and it was to arrive today. I woke up to an email this morning saying we are still trying to obtain the order,"@491531 Sorry to hear that, it seems like there was a stock issue, we will email you as soon as a delivery date is available. ^JJ",2017-10-17 09:51:05+00:00,2017-10-17 10:14:00+00:00,151,129
1100412,2290859,2290860,"@AmazonHelp #JeffBezos , #flipcart . Order cancelled because of non delivery in stipulated time. Order on Amazon needs advance payment. Refund to take 2 weeks !! Amazing tactics Amazon !!","@665414 Sorry, you feel that way. Please reply to the email sent by our specialist team for further insight on your refund. ^VM",2017-11-14 09:00:34+00:00,2017-11-14 09:34:01+00:00,187,127
1655083,1655085,1655086,@AmazonHelp No response today as well... 😬😬😬 Amazon Customer Service Rocks!!!,@378594 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK,2017-10-18 09:36:52+00:00,2017-10-18 10:05:53+00:00,77,116
456543,456542,456541,@AmazonHelp la fecha estimada de llegada era 24 de noviembre,"@223415 Paty, ¿nos puedes indicar si este pedido es vendido y distribuido por Amazon o por un vendedor externo? ^ES",2017-11-30 23:54:18+00:00,2017-11-30 23:59:00+00:00,60,115
576482,576476,576478,"@AmazonHelp de: we’re in Austria 🇦🇹 (not Australia 🇦🇺), can you unblock our Alexa/services if I send proof of payment? it’s horrible to sit in the dark rn lol","@255672 Hi, please contact our customer service via: https://t.co/dDmBEPionb Skip the login via ""Passwort vergessen"" -&gt; ""Kundenservice"". My colleagues will be pleased to assist you. ^MS",2017-12-03 08:59:59+00:00,2017-12-03 09:15:00+00:00,158,188
1729656,1729658,1729659,@AmazonHelp J'ai bien essayé de joindre un conseiller mais il faut etre connecté puis le numéro surtaxé je préfère éviter ou puis je le notifier ?,"@522751 Vous pouvez contacter notre SAV sans authentification via le lien : https://t.co/MBTDQi7u2J
Sara",2017-11-07 11:54:58+00:00,2017-11-07 12:10:00+00:00,146,104
1537545,1537560,1537561,"@AmazonHelp In the back of my mind, I'm thinking they may have lost the package.",@476653 I'm sorry for the experience! This is not what we want to hear.  Were you able to use the link provided by ^JP? ^MO,2017-11-04 23:37:58+00:00,2017-11-04 23:57:50+00:00,80,123
627771,627770,627772,"@AmazonHelp Oh no way! Thanks! I figured I just had to suck it up, lol.","@268679 Your welcome, Kelly! Let us know if there's anything else we can help you with. ^MI",2017-11-22 15:25:08+00:00,2017-11-22 15:34:34+00:00,71,91
812423,812409,812410,"@AmazonHelp Mon dernier film que j'ai vu, Batman et harley Quinn en dessin animé et WonderMan en film avec Gal Gadot",@313584 Je compte voir Wonder Woman 😉 Il a l'air génial. Comment l'avez-vous trouvé ? ^SM,2017-11-25 10:43:40+00:00,2017-11-25 10:53:25+00:00,116,89
2899586,2899582,2899580,@AmazonHelp I have already asked for a replacement but that doesn't change the fact that i wasted two-hours on this without any certainty. I needed the product to reach me today. Do you'll not have any concept of compensation or escalating matters of priority?,"@803292 The order you are returning has to be returned to our warehouse so that the replacement order will be dispatched accordingly, appreciate your understanding. 2/2 ^MJ",2017-11-28 17:41:01+00:00,2017-11-28 17:50:36+00:00,260,172
1767490,1767489,1767491,@AmazonHelp A few orders recently!,@531473 I'm sorry for the poor experience. Please reach out to us here so we can explore options: https://t.co/JzP7hlA23B ^EA,2017-11-07 22:38:20+00:00,2017-11-07 23:02:00+00:00,34,125
1665797,1665816,1665822,@AmazonHelp I have been in chat with your customer support and was called back by a manager who then cut me off. Chat again and was. Wing called back.,"@507530 Hi, I'm afraid we don't have access to your account from here, please contact us again and ask to be transferred to a lead. ^AT",2017-11-07 09:13:40+00:00,2017-11-07 09:34:34+00:00,150,135
139986,139988,139989,"@AmazonHelp Oui, mais j'aurais quand même aimé l'avoir en bon état des le début.. même si cela est, peut être,  indépendant de votre volonté..","@147580 Il arrive que des incidents de livraison puissent se produire hors de notre volonté. Toutefois, notre service client s'occupe toujours de rectifier le tir et apporter une solution convenable. ^KD",2017-11-24 17:36:26+00:00,2017-11-24 17:43:00+00:00,142,203
1682743,1682747,1682748,"@AmazonHelp Help or close Amazon. This is redundant issue. 
Do you have logistics or dummies doing random thing. @115851 last 45 days Amazon cancelling my orders without delivery attempt.",@387423 issue. Every report they receive will be investigated and appropriate action will be taken to resolve it. 2/2 ^SY,2017-11-08 10:49:59+00:00,2017-11-08 11:08:25+00:00,187,121
348657,348676,348678,@AmazonHelp contact me on this no 09101222439,@198997 your details through the link provided earlier &amp; we'll reach out to you. Appreciate your understanding. 2/2 ^EM,2017-10-29 11:07:44+00:00,2017-10-29 11:19:54+00:00,45,123
240130,240147,240148,"@AmazonHelp Please define the earliest? Give me a final deadline, I have been getting many.",@173036 I understand the urgency. Our team is actively working on this. We'll get back to you shortly. Appreciate your patience. ^ST,2017-10-09 12:04:06+00:00,2017-10-09 12:37:00+00:00,91,132
279455,279403,279405,@AmazonHelp Are you people going to refund my money ????,"@182606 I get your frustration. However, we can't view your account details. [1/2] ^HA",2017-10-11 12:44:08+00:00,2017-10-11 12:54:00+00:00,56,86
1883455,1883453,1883457,"@AmazonHelp This is the order details Order #
406-5285363-3619528. I want to cancel this order.",@562062 We're unable to access your account directly. You may request an immediate call from us here: https://t.co/vlvfJr4nN9. ^HK,2017-10-18 11:14:04+00:00,2017-10-18 11:37:37+00:00,95,130
430040,430073,430077,"@AmazonHelp no, i did not get anything",@216871 get back to you on this. 2/2 ^SH,2017-10-11 04:51:57+00:00,2017-10-11 05:14:00+00:00,38,40
22213,22208,22207,"@AmazonHelp Hier c'était écrit ""envoi aujourd'hui"" dans le suivi, et ça n'a pas été expédié hier... #troll",@120849 L'avez-vous signalé à notre SAV s'il vous plaît? ^SA,2017-10-31 08:15:28+00:00,2017-10-31 08:21:00+00:00,106,60
695116,695115,695117,@AmazonHelp Assassinato no Expresso oriente da Agatha Christie,"@285784 Ótimo, é  um livro muito interessante, você vai olhar o filme também? 😜 ^AG",2017-11-23 15:51:41+00:00,2017-11-23 16:08:31+00:00,62,83
2126724,2126723,2126725,@AmazonHelp It says delivered ready for collection at 17.20pm but I received an email at 17.58pm saying there will be a delay,@626224 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you! ^TR,2017-11-08 19:26:08+00:00,2017-11-08 19:30:00+00:00,125,98
2344011,2344017,2344018,"@AmazonHelp I don't know they are despatched from Luton, customer services won't tell me which courier and it doesn't say",@677894 Our team would love to take a look at this for you. Can you please provide the complete details of the issue so that we can further assist you? You can do so here: https://t.co/V9pzVF9sU9 ^DY,2017-11-13 19:07:50+00:00,2017-11-13 19:25:29+00:00,121,199
1493791,1493795,1493796,"@AmazonHelp I'm at work so, it's difficult","@466881 When you get a chance, please contact us directly here: https://t.co/JzP7hlA23B. You can contact by phone, chat or email. ^PK",2017-11-03 11:22:15+00:00,2017-11-03 11:27:28+00:00,42,133
1325540,1325544,1325545,"@AmazonHelp When item was late - I asked if it would arrive tomorrow -  ""Vishhwajeet: Definitely"" - it didn't!",@429300 Is there a delivery date showing here now: https://t.co/aaDyEz1VgE? ^BM,2017-10-27 12:20:58+00:00,2017-10-27 12:25:01+00:00,110,79
1121249,1121255,1121258,@AmazonHelp That you would add the card onto mum's account and it would take an hour!!!,@384506 We're unable to access your acc here. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,2017-10-24 06:57:44+00:00,2017-10-24 07:13:04+00:00,87,120
533280,533274,533275,@AmazonHelp I don’t understand what you want me to do...I need this order today it was originally intended for yesterday,"@243541 We don't have access to your account over Twitter. So that we can best help, please get in touch via the above link and we'll look in to this for you.^TI",2017-12-02 12:12:27+00:00,2017-12-02 12:14:52+00:00,120,161
527761,527765,527766,"@AmazonHelp online chat have now told me (after no hint previously) that both items due on Thursday were damaged on Thursday and are not coming, and were never coming yesterday or today, the other one supposedly is still coming a day late. NOT GOOD","@237635 When you spoke with us on chat, were you told anything about a refund or replacement order?^BZ",2017-12-02 10:05:26+00:00,2017-12-02 10:11:00+00:00,248,102
1525061,1525058,1525056,"@AmazonHelp What is this robot language.. ??
Give me date","@473708 We don't have any announcement on this yet, do stay tuned to our website for further updates. ^SQ",2017-10-17 01:08:59+00:00,2017-10-17 01:11:30+00:00,57,105
838646,838648,838649,@AmazonHelp You cannot return perfume. There should some provision for the return since the quality promised is not delivered.,@319555 I understand your concern. Please share your details here: https://t.co/beaaDm0muc. I'll look into it for you. ^ST,2017-10-17 04:18:58+00:00,2017-10-17 05:21:00+00:00,126,122
1311843,1311845,1311846,"@AmazonHelp No, not yet. I'm going to contact tomorrow and straighten it out. Frustrating, but you all are great at resolving issues.","@426542 Thanks June, please keep us posted! ^AT",2017-10-27 06:26:01+00:00,2017-10-27 06:34:26+00:00,133,47
1063040,1063039,1063042,@AmazonHelp (1/2) @2005 @AmazonHelp Having lots of problems in amazon.in and we don't get any offer on our order..,@371010 I'm sorry about the trouble with your recent order. Have you reported this to our support team through the link shared? ^MA,2017-10-24 16:35:18+00:00,2017-10-24 16:56:38+00:00,114,131
1118559,1118563,1118564,"@AmazonHelp How should i talk to customer care people ? 
Before i used to speak to them directly...","@383919 You can reach out to us via call, chat or email using the link here: https://t.co/HQhpS2qeEd. ^PS",2017-10-24 06:04:34+00:00,2017-10-24 06:07:00+00:00,99,105
2061313,2061311,2061314,"@AmazonHelp And now it's showing it's being returned.  No one rejected as stated, no delivery was attempted.","@596704 I'm sorry for the frustration! Which carrier company are you seeing has the order, here: https://t.co/Y5jpI9gRhE? ^JR",2017-10-19 01:10:51+00:00,2017-10-19 01:17:46+00:00,108,125
